label,mode,weight,kernel,strength,min_conf,gate_threshold,gate_low_scale,expanded_nodes,search_time_ms,end_to_end_ms,path_length_m,path_points,delta_vs_baseline
learned_spike_safe,learned_spike_safe,0.2,3,0.5,0.05,0.2,0.5,2407,63.36495899995498,510.8025990002716,49.14213562373098,181,-424
learned_spike_safe,learned_spike_safe,0.2,3,0.5,0.1,0.15,0.5,2407,66.0541209999792,513.4917610002958,49.14213562373098,181,-424
learned_spike_safe,learned_spike_safe,0.2,3,0.5,0.2,0.2,0.5,2407,66.91251600022952,514.3501560005461,49.14213562373098,181,-424
learned_spike_safe,learned_spike_safe,0.2,3,0.5,0.2,0.15,0.5,2407,70.45242900039739,517.890069000714,49.14213562373098,181,-424
learned_spike_safe,learned_spike_safe,0.2,3,0.5,0.05,0.15,0.5,2407,70.73290399966936,518.170543999986,49.14213562373098,181,-424
learned_spike_safe,learned_spike_safe,0.2,3,0.5,0.1,0.2,0.5,2407,73.35858200076473,520.7962220010813,49.14213562373098,181,-424
learned_spike_safe,learned_spike_safe,0.25,5,0.75,0.1,0.2,0.5,2408,64.82602500000212,512.2636650003187,49.14213562373098,181,-423
learned_spike_safe,learned_spike_safe,0.25,5,0.75,0.05,0.2,0.5,2408,67.96751899946685,515.4051589997835,49.14213562373098,181,-423
learned_spike_safe,learned_spike_safe,0.25,5,0.75,0.1,0.15,0.5,2408,69.61763399976917,517.0552740000858,49.14213562373098,181,-423
learned_spike_safe,learned_spike_safe,0.25,5,0.75,0.2,0.2,0.5,2408,70.38181299958524,517.8194529999018,49.14213562373098,181,-423
learned_spike_safe,learned_spike_safe,0.25,5,0.75,0.05,0.15,0.5,2408,71.0465980000663,518.4842380003829,49.14213562373098,181,-423
learned_spike_safe,learned_spike_safe,0.25,5,0.75,0.2,0.15,0.5,2408,71.1304789992937,518.5681189996103,49.14213562373098,181,-423
learned_spike_safe,learned_spike_safe,0.25,3,0.5,0.1,0.15,0.5,2412,66.19836000027135,513.636000000588,49.14213562373098,181,-419
learned_spike_safe,learned_spike_safe,0.25,3,0.5,0.05,0.15,0.5,2412,66.7775520005307,514.2151920008473,49.14213562373098,181,-419
learned_spike_safe,learned_spike_safe,0.25,3,0.5,0.05,0.2,0.5,2412,68.1193609998445,515.5570010001611,49.14213562373098,181,-419
learned_spike_safe,learned_spike_safe,0.25,3,0.5,0.2,0.15,0.5,2412,70.60414799980208,518.0417880001187,49.14213562373098,181,-419
learned_spike_safe,learned_spike_safe,0.25,3,0.5,0.1,0.2,0.5,2412,71.04500500008726,518.4826450004039,49.14213562373098,181,-419
learned_spike_safe,learned_spike_safe,0.25,3,0.5,0.2,0.2,0.5,2412,74.7165530001439,522.1541930004605,49.14213562373098,181,-419
learned_spike_safe,learned_spike_safe,0.2,3,1.0,0.05,0.2,0.5,2413,64.69111300066288,512.1287530009795,49.14213562373098,181,-418
learned_spike_safe,learned_spike_safe,0.25,5,0.5,0.1,0.15,0.5,2413,65.586433000135,513.0240730004516,49.14213562373098,181,-418
